Date,Price,Actual Load [MW],Forecasted Load [MW],Forecasted Total Generation [MW],Solar [MW],Wind Land [MW],Wind Sea [MW],Total Renewables [MW],Forecasted Solar [MW],Forecasted Wind Land [MW],Forecasted Wind Sea [MW],Forecasted Total Renewables [MW],Biomass [MW],Fossil Gas [MW],Fossil Coal [MW],Nuclear [MW],Other [MW],Gas Price,Oil Price,Coal Price,Residual Load [MW],Wind Speed [m/s],Temperature,Irradiation,Cloud Coverage,Relative Humidity,monday,tuesday,wednesday,thursday,friday,saturday,sunday,weekend,holiday
2023-01-01 00:00:00,-3.61,9912.0,11330.0,8628.0,0.0,5563.986,1100.0,6663.986,0.0,5862.0,1655.0,7517.0,45.0,1075.0,1228.0,486.0,3867.0,72.315,82.12,187.25,3248.014,8.0,15.5,0.0,8.0,58.0,0,0,0,0,0,0,1,1,1
2023-01-01 01:00:00,-1.46,9847.0,10929.0,7837.0,0.0,5543.986,1095.0,6638.986,0.0,5822.0,1646.0,7468.0,45.0,1144.0,1237.0,486.0,3994.0,72.315,82.12,187.25,3208.014,9.0,15.0,0.0,8.0,61.0,0,0,0,0,0,0,1,1,1
2023-01-01 02:00:00,-1.52,9640.0,10601.0,7555.0,0.0,5523.986,1094.5,6618.486,0.0,5728.0,1645.0,7373.0,45.0,1124.0,1241.0,485.0,4246.0,72.315,82.12,187.25,3021.514,8.0,14.9,0.0,8.0,60.0,0,0,0,0,0,0,1,1,1
2023-01-01 03:00:00,-5.0,9398.0,10508.0,7372.0,0.0,5498.325,1098.25,6596.575,0.0,5626.0,1645.0,7271.0,45.0,1112.0,1239.0,485.0,4019.0,72.315,82.12,187.25,2801.425,8.0,13.9,0.0,8.0,68.0,0,0,0,0,0,0,1,1,1
2023-01-01 04:00:00,-4.6,9172.0,10446.0,7298.0,0.0,5473.884,1076.5,6550.384,0.0,5508.0,1644.0,7152.0,45.0,1046.0,1265.0,485.0,3887.0,72.315,82.12,187.25,2621.616,8.0,13.1,0.0,8.0,73.0,0,0,0,0,0,0,1,1,1
2023-01-01 05:00:00,-4.05,9090.0,10410.0,7229.0,0.0,5485.454,1127.75,6613.204,0.0,5380.0,1636.0,7016.0,45.0,1078.0,1269.0,485.0,3664.0,72.315,82.12,187.25,2476.796,7.0,12.9,0.0,8.0,67.0,0,0,0,0,0,0,1,1,1
2023-01-01 06:00:00,-3.6,9147.0,10447.0,7137.0,0.0,5495.361,1128.75,6624.111,0.0,5025.0,1622.0,6647.0,45.0,1047.0,1264.0,485.0,3914.0,72.315,82.12,187.25,2522.889,7.0,12.5,0.0,8.0,64.0,0,0,0,0,0,0,1,1,1
2023-01-01 07:00:00,0.0,9340.0,10830.0,7396.0,0.0,5443.684,1219.5,6663.184,0.0,4822.0,1598.0,6420.0,45.0,1061.0,1293.0,486.0,3542.0,72.315,82.12,187.25,2676.816,6.0,11.6,1.0,8.0,69.0,0,0,0,0,0,0,1,1,1
2023-01-01 08:00:00,0.0,9619.0,11468.0,7648.0,0.0,5328.579,1664.001,6992.58,0.0,4618.0,1581.0,6199.0,44.0,1088.0,1288.0,486.0,3457.0,72.315,82.12,187.25,2626.42,5.0,11.5,8.0,8.0,71.0,0,0,0,0,0,0,1,1,1
2023-01-01 09:00:00,0.0,9908.0,12014.0,8389.0,1.848,5083.697,1914.75,7000.295,0.0,4392.0,1579.0,5971.0,45.0,1136.0,1294.0,486.0,3459.0,72.315,82.12,187.25,2907.705,5.0,12.0,34.0,8.0,71.0,0,0,0,0,0,0,1,1,1
2023-01-01 10:00:00,0.99,10192.0,12251.0,8919.0,122.738,4752.724,2072.499,6947.961,147.0,4166.0,1572.0,5885.0,45.0,1168.0,1208.0,486.0,3992.0,72.315,82.12,187.25,3244.039,6.0,12.8,46.0,8.0,72.0,0,0,0,0,0,0,1,1,1
2023-01-01 11:00:00,0.58,10036.0,12021.0,9103.0,1044.092,4475.89,1828.0,7347.982,666.0,4000.0,1568.0,6234.0,45.0,1172.0,1213.0,486.0,4053.0,72.315,82.12,187.25,2688.018,6.0,12.3,35.0,8.0,78.0,0,0,0,0,0,0,1,1,1
2023-01-01 12:00:00,0.04,10271.0,12066.0,9281.0,2368.252,4487.05,1856.499,8711.801,876.0,3866.0,1552.0,6294.0,45.0,1167.0,1215.0,486.0,4134.0,72.315,82.12,187.25,1559.199,6.0,12.9,37.0,8.0,72.0,0,0,0,0,0,0,1,1,1
2023-01-01 13:00:00,0.0,10476.0,12311.0,9184.0,2887.39,4702.916,1868.25,9458.556,967.0,3738.0,1533.0,6238.0,45.0,1179.0,1210.0,486.0,4231.0,72.315,82.12,187.25,1017.444,5.0,12.5,22.0,8.0,74.0,0,0,0,0,0,0,1,1,1
2023-01-01 14:00:00,0.85,10840.0,12661.0,9302.0,2844.086,4560.553,1686.251,9090.89,904.0,3611.0,1517.0,6032.0,45.0,1234.0,1215.0,485.0,3696.0,72.315,82.12,187.25,1749.11,4.0,12.3,11.0,8.0,76.0,0,0,0,0,0,0,1,1,1
2023-01-01 15:00:00,23.53,11268.0,12852.0,9338.0,1878.697,4314.083,1737.749,7930.529,740.0,3484.0,1485.0,5709.0,45.0,1287.0,1223.0,485.0,3008.0,72.315,82.12,187.25,3337.471,3.0,12.2,2.0,8.0,77.0,0,0,0,0,0,0,1,1,1
2023-01-01 16:00:00,36.54,11474.0,13149.0,9617.0,748.872,3530.864,1597.0,5876.736,456.0,3340.0,1461.0,5257.0,45.0,1289.0,1230.0,485.0,2581.0,72.315,82.12,187.25,5597.264,4.0,12.1,0.0,8.0,78.0,0,0,0,0,0,0,1,1,1
2023-01-01 17:00:00,46.03,12346.0,13551.0,9980.0,123.642,2575.206,1256.749,3955.597,48.0,3176.0,1432.0,4656.0,45.0,1389.0,1362.0,485.0,2960.0,72.315,82.12,187.25,8390.403,4.0,11.5,0.0,8.0,83.0,0,0,0,0,0,0,1,1,1
2023-01-01 18:00:00,99.9,12735.0,13666.0,10092.0,0.0,1625.631,1095.25,2720.881,0.0,2953.0,1391.0,4344.0,45.0,1491.0,1410.0,486.0,2874.0,72.315,82.12,187.25,10014.119,3.0,10.7,0.0,8.0,93.0,0,0,0,0,0,0,1,1,1
2023-01-01 19:00:00,54.95,12434.0,13155.0,9980.0,0.0,1363.67,1139.501,2503.171,0.0,2677.0,1302.0,3979.0,45.0,1604.0,1365.0,486.0,2139.0,72.315,82.12,187.25,9930.829,3.0,10.6,0.0,8.0,94.0,0,0,0,0,0,0,1,1,1
2023-01-01 20:00:00,62.0,12204.0,12941.0,9538.0,0.0,1556.97,880.5,2437.47,0.0,2389.0,1217.0,3606.0,45.0,1661.0,1232.0,486.0,1811.0,72.315,82.12,187.25,9766.53,3.0,10.5,0.0,8.0,96.0,0,0,0,0,0,0,1,1,1
2023-01-01 21:00:00,52.93,11734.0,12734.0,9506.0,0.0,1653.964,961.25,2615.214,0.0,2114.0,1097.0,3211.0,45.0,1619.0,1219.0,486.0,1888.0,72.315,82.12,187.25,9118.786,4.0,10.6,0.0,8.0,96.0,0,0,0,0,0,0,1,1,1
2023-01-01 22:00:00,45.96,11228.0,12422.0,9355.0,0.0,1402.408,1004.748,2407.156,0.0,1849.0,1012.0,2861.0,45.0,1784.0,1223.0,486.0,1393.0,72.315,82.12,187.25,8820.844,3.0,11.3,0.0,8.0,91.0,0,0,0,0,0,0,1,1,1
2023-01-01 23:00:00,35.0,10577.0,11808.0,8844.0,0.0,787.257,902.0,1689.257,0.0,1557.0,870.0,2427.0,45.0,1799.0,1245.0,486.0,1225.0,72.315,82.12,187.25,8887.743,4.0,11.4,0.0,8.0,92.0,0,0,0,0,0,0,1,1,1
2023-01-02 00:00:00,109.9,10230.0,11446.0,8082.0,0.0,643.706,966.749,1610.455,0.0,733.0,318.0,1051.0,45.0,1725.0,1206.0,486.0,1195.0,72.315,82.12,187.25,8619.545,4.0,11.4,0.0,8.0,91.0,1,0,0,0,0,0,0,0,0
2023-01-02 01:00:00,94.9,9719.0,10951.0,7666.0,0.0,918.968,967.75,1886.718,0.0,827.0,300.0,1127.0,45.0,1798.0,1202.0,486.0,1370.0,72.315,82.12,187.25,7832.282,4.0,11.9,0.0,8.0,90.0,1,0,0,0,0,0,0,0,0
2023-01-02 02:00:00,52.93,9253.0,10589.0,7879.0,0.0,1003.133,709.5,1712.633,0.0,1150.0,357.0,1507.0,45.0,1834.0,1244.0,486.0,1553.0,72.315,82.12,187.25,7540.367,4.0,12.2,0.0,8.0,89.0,1,0,0,0,0,0,0,0,0
2023-01-02 03:00:00,44.16,9164.0,10314.0,7886.0,0.0,1391.392,471.001,1862.393,0.0,1603.0,476.0,2079.0,45.0,1627.0,1226.0,486.0,2130.0,72.315,82.12,187.25,7301.607,5.0,12.7,0.0,8.0,88.0,1,0,0,0,0,0,0,0,0
2023-01-02 04:00:00,50.08,9291.0,10176.0,7898.0,0.0,1791.195,449.749,2240.944,0.0,2130.0,621.0,2751.0,45.0,1522.0,1281.0,486.0,2157.0,72.315,82.12,187.25,7050.056,6.0,12.4,0.0,8.0,91.0,1,0,0,0,0,0,0,0,0
2023-01-02 05:00:00,77.09,9499.0,10138.0,8194.0,0.0,2293.853,328.751,2622.604,0.0,1993.0,526.0,2519.0,45.0,1479.0,1381.0,486.0,2022.0,72.315,82.12,187.25,6876.396,6.0,9.9,0.0,8.0,94.0,1,0,0,0,0,0,0,0,0
2023-01-02 06:00:00,105.08,10306.0,10569.0,9149.0,0.0,2761.059,397.998,3159.057,0.0,1783.0,415.0,2198.0,45.0,1594.0,1480.0,486.0,1621.0,72.315,82.12,187.25,7146.943,4.0,9.3,0.0,8.0,93.0,1,0,0,0,0,0,0,0,0
2023-01-02 07:00:00,140.64,11496.0,11329.0,9919.0,0.0,2621.082,556.5,3177.582,0.0,1621.0,335.0,1956.0,45.0,1845.0,1662.0,486.0,1943.0,72.315,82.12,187.25,8318.418,3.0,8.9,1.0,8.0,92.0,1,0,0,0,0,0,0,0,0
2023-01-02 08:00:00,162.44,12616.0,12416.0,10107.0,0.0,2703.567,524.501,3228.068,0.0,1354.0,371.0,1725.0,44.0,2026.0,1939.0,486.0,2056.0,72.315,82.12,187.25,9387.932,4.0,9.1,4.0,8.0,89.0,1,0,0,0,0,0,0,0,0
2023-01-02 09:00:00,180.0,13377.0,12977.0,10250.0,2.791,2198.991,705.25,2907.032,0.0,1114.0,419.0,1533.0,45.0,2098.0,2025.0,486.0,2002.0,72.315,82.12,187.25,10469.968,4.0,9.0,16.0,8.0,87.0,1,0,0,0,0,0,0,0,0
2023-01-02 10:00:00,145.61,13574.0,12788.0,10263.0,139.824,1885.222,839.999,2865.045,116.0,936.0,448.0,1500.0,45.0,2154.0,2030.0,486.0,2091.0,72.315,82.12,187.25,10708.955,3.0,9.3,38.0,8.0,87.0,1,0,0,0,0,0,0,0,0
2023-01-02 11:00:00,143.35,13489.0,12425.0,10115.0,691.287,1645.563,948.25,3285.1,425.0,879.0,486.0,1790.0,45.0,1810.0,2050.0,486.0,1833.0,72.315,82.12,187.25,10203.9,4.0,9.7,44.0,8.0,85.0,1,0,0,0,0,0,0,0,0
2023-01-02 12:00:00,144.38,13305.0,11843.0,9893.0,1676.238,1644.498,1348.751,4669.487,577.0,880.0,525.0,1982.0,45.0,2001.0,1911.0,486.0,2341.0,72.315,82.12,187.25,8635.513,4.0,9.7,23.0,8.0,86.0,1,0,0,0,0,0,0,0,0
2023-01-02 13:00:00,143.76,13328.0,11632.0,9761.0,2329.477,1972.16,992.5,5294.137,645.0,901.0,562.0,2108.0,45.0,2135.0,2017.0,486.0,2691.0,72.315,82.12,187.25,8033.863,4.0,9.1,11.0,8.0,91.0,1,0,0,0,0,0,0,0,0
2023-01-02 14:00:00,148.2,13672.0,11946.0,9847.0,1894.475,2422.837,1009.75,5327.062,480.0,1033.0,612.0,2125.0,45.0,2147.0,2088.0,486.0,2585.0,72.315,82.12,187.25,8344.938,4.0,9.2,11.0,8.0,89.0,1,0,0,0,0,0,0,0,0
2023-01-02 15:00:00,155.34,13713.0,12519.0,10002.0,1123.185,2347.272,1043.75,4514.207,384.0,1194.0,633.0,2211.0,44.0,2076.0,2083.0,486.0,2551.0,72.315,82.12,187.25,9198.793,4.0,8.9,1.0,8.0,85.0,1,0,0,0,0,0,0,0,0
2023-01-02 16:00:00,164.0,13948.0,12958.0,10058.0,771.031,2073.477,967.25,3811.758,226.0,1383.0,679.0,2288.0,44.0,2136.0,2101.0,486.0,2618.0,72.315,82.12,187.25,10136.242,3.0,8.5,0.0,8.0,87.0,1,0,0,0,0,0,0,0,0
2023-01-02 17:00:00,185.68,15033.0,13887.0,10529.0,232.011,1921.439,955.251,3108.701,53.0,1399.0,658.0,2110.0,45.0,2269.0,2340.0,486.0,3395.0,72.315,82.12,187.25,11924.299,3.0,7.1,0.0,1.0,89.0,1,0,0,0,0,0,0,0,0
2023-01-02 18:00:00,174.74,15087.0,13985.0,10773.0,0.0,1671.388,900.501,2571.889,0.0,1395.0,619.0,2014.0,45.0,2446.0,2560.0,486.0,3486.0,72.315,82.12,187.25,12515.111,3.0,6.9,0.0,1.0,87.0,1,0,0,0,0,0,0,0,0
2023-01-02 19:00:00,169.9,14435.0,13294.0,10658.0,0.0,1311.265,957.501,2268.766,0.0,1428.0,573.0,2001.0,45.0,2476.0,2603.0,486.0,3595.0,72.315,82.12,187.25,12166.234,2.0,5.7,0.0,0.0,92.0,1,0,0,0,0,0,0,0,0
2023-01-02 20:00:00,153.0,13815.0,12898.0,10423.0,0.0,1022.027,959.75,1981.777,0.0,1421.0,541.0,1962.0,45.0,2292.0,2577.0,486.0,3157.0,72.315,82.12,187.25,11833.223,2.0,5.2,0.0,0.0,95.0,1,0,0,0,0,0,0,0,0
2023-01-02 21:00:00,141.67,13160.0,12432.0,10169.0,0.0,932.941,878.748,1811.689,0.0,1409.0,520.0,1929.0,45.0,2191.0,2483.0,487.0,2760.0,72.315,82.12,187.25,11348.311,2.0,4.9,0.0,0.0,92.0,1,0,0,0,0,0,0,0,0
2023-01-02 22:00:00,134.91,12357.0,12046.0,9957.0,0.0,929.352,654.25,1583.602,0.0,1386.0,506.0,1892.0,45.0,2233.0,2458.0,487.0,2594.0,72.315,82.12,187.25,10773.398,2.0,5.2,0.0,6.0,88.0,1,0,0,0,0,0,0,0,0
2023-01-02 23:00:00,124.22,11629.0,11409.0,9681.0,0.0,864.816,591.501,1456.317,0.0,1382.0,503.0,1885.0,45.0,2068.0,2609.0,487.0,2098.0,72.315,82.12,187.25,10172.683,2.0,4.5,0.0,3.0,88.0,1,0,0,0,0,0,0,0,0
2023-01-03 00:00:00,130.01,10994.0,10952.0,9224.0,0.0,779.713,592.75,1372.463,0.0,1256.0,460.0,1716.0,45.0,1654.0,2526.0,487.0,1299.0,72.315,82.12,187.25,9621.537,2.0,4.8,0.0,8.0,90.0,0,1,0,0,0,0,0,0,0
2023-01-03 01:00:00,120.0,10512.0,10414.0,8615.0,0.0,551.179,546.75,1097.929,0.0,1183.0,389.0,1572.0,45.0,1445.0,2367.0,487.0,1357.0,72.315,82.12,187.25,9414.071,1.0,2.1,0.0,8.0,98.0,0,1,0,0,0,0,0,0,0
2023-01-03 02:00:00,118.76,10237.0,9957.0,8361.0,0.0,455.914,457.5,913.414,0.0,1093.0,366.0,1459.0,45.0,1640.0,2174.0,487.0,941.0,72.315,82.12,187.25,9323.586,1.0,1.9,0.0,9.0,98.0,0,1,0,0,0,0,0,0,0
2023-01-03 03:00:00,115.0,10018.0,9770.0,8296.0,0.0,339.228,395.25,734.478,0.0,994.0,359.0,1353.0,45.0,1629.0,2154.0,486.0,1030.0,72.315,82.12,187.25,9283.522,2.0,3.1,0.0,9.0,98.0,0,1,0,0,0,0,0,0,0
2023-01-03 04:00:00,113.63,10033.0,9820.0,8356.0,0.0,244.236,338.999,583.235,0.0,888.0,362.0,1250.0,45.0,1586.0,2146.0,485.0,1003.0,72.315,82.12,187.25,9449.765,2.0,3.1,0.0,9.0,99.0,0,1,0,0,0,0,0,0,0
2023-01-03 05:00:00,116.27,10189.0,10047.0,8585.0,0.0,195.96,400.25,596.21,0.0,1007.0,474.0,1481.0,45.0,1686.0,2489.0,486.0,899.0,72.315,82.12,187.25,9592.79,2.0,2.5,0.0,3.0,98.0,0,1,0,0,0,0,0,0,0
2023-01-03 06:00:00,138.92,10826.0,10670.0,9031.0,0.0,307.062,386.501,693.563,0.0,1179.0,635.0,1814.0,45.0,1792.0,2888.0,486.0,1237.0,72.315,82.12,187.25,10132.437,2.0,3.2,0.0,8.0,97.0,0,1,0,0,0,0,0,0,0
2023-01-03 07:00:00,159.92,11921.0,11839.0,9748.0,0.0,416.547,516.5,933.047,0.0,1382.0,789.0,2171.0,45.0,2108.0,3088.0,486.0,1955.0,72.315,82.12,187.25,10987.953,2.0,3.9,1.0,8.0,96.0,0,1,0,0,0,0,0,0,0
2023-01-03 08:00:00,169.17,13270.0,13115.0,9853.0,0.0,492.322,554.25,1046.572,0.0,1592.0,894.0,2486.0,44.0,2675.0,3109.0,486.0,2289.0,72.315,82.12,187.25,12223.428,3.0,5.0,6.0,8.0,95.0,0,1,0,0,0,0,0,0,0
2023-01-03 09:00:00,171.18,14060.0,13687.0,10438.0,3.411,673.794,762.25,1439.455,1.0,1842.0,993.0,2836.0,45.0,2484.0,3096.0,486.0,2632.0,72.315,82.12,187.25,12620.545,4.0,6.3,11.0,8.0,94.0,0,1,0,0,0,0,0,0,0
2023-01-03 10:00:00,168.57,14171.0,13399.0,10692.0,271.849,772.503,1149.5,2193.852,273.0,2121.0,1078.0,3472.0,45.0,2489.0,3045.0,486.0,2466.0,72.315,82.12,187.25,11977.148,4.0,7.0,13.0,8.0,94.0,0,1,0,0,0,0,0,0,0
2023-01-03 11:00:00,169.49,14060.0,12717.0,10744.0,982.322,1215.575,1625.5,3823.397,599.0,2412.0,1229.0,4240.0,45.0,2666.0,3015.0,489.0,2687.0,72.315,82.12,187.25,10236.603,4.0,7.6,16.0,8.0,91.0,0,1,0,0,0,0,0,0,0
2023-01-03 12:00:00,164.5,14062.0,12256.0,10758.0,1364.982,1721.714,1795.5,4882.196,794.0,2721.0,1360.0,4875.0,45.0,2554.0,3039.0,489.0,3070.0,72.315,82.12,187.25,9179.804,4.0,8.1,26.0,8.0,88.0,0,1,0,0,0,0,0,0,0
2023-01-03 13:00:00,160.91,13841.0,12220.0,10485.0,1625.212,2291.839,1807.501,5724.552,880.0,3027.0,1444.0,5351.0,45.0,2591.0,3063.0,486.0,3275.0,72.315,82.12,187.25,8116.448,4.0,8.4,28.0,8.0,85.0,0,1,0,0,0,0,0,0,0
2023-01-03 14:00:00,163.06,13545.0,12556.0,10619.0,1705.304,2683.583,1906.75,6295.637,566.0,3303.0,1498.0,5367.0,45.0,2338.0,3027.0,486.0,3008.0,72.315,82.12,187.25,7249.363,5.0,8.1,11.0,8.0,84.0,0,1,0,0,0,0,0,0,0
2023-01-03 15:00:00,166.79,13624.0,13575.0,10699.0,1898.387,2984.315,2067.25,6949.952,457.0,3569.0,1524.0,5550.0,44.0,2517.0,2971.0,486.0,3212.0,72.315,82.12,187.25,6674.048,5.0,8.0,3.0,8.0,84.0,0,1,0,0,0,0,0,0,0
2023-01-03 16:00:00,166.57,14149.0,14075.0,10598.0,1207.796,3026.598,2074.75,6309.144,285.0,3790.0,1553.0,5628.0,44.0,2486.0,2975.0,486.0,4066.0,72.315,82.12,187.25,7839.856,6.0,8.0,0.0,8.0,83.0,0,1,0,0,0,0,0,0,0
2023-01-03 17:00:00,170.82,15252.0,14698.0,10906.0,229.087,3031.502,2202.5,5463.089,40.0,4052.0,1594.0,5686.0,45.0,2461.0,3010.0,486.0,5118.0,72.315,82.12,187.25,9788.911,6.0,8.2,0.0,8.0,82.0,0,1,0,0,0,0,0,0,0
2023-01-03 18:00:00,168.95,15203.0,14779.0,11144.0,0.0,3161.786,2191.25,5353.036,0.0,4288.0,1595.0,5883.0,45.0,2313.0,3000.0,486.0,5790.0,72.315,82.12,187.25,9849.964,7.0,8.4,0.0,8.0,81.0,0,1,0,0,0,0,0,0,0
2023-01-03 19:00:00,160.99,14559.0,14149.0,11323.0,0.0,3758.603,2257.0,6015.603,0.0,4461.0,1593.0,6054.0,45.0,2321.0,2956.0,486.0,6146.0,72.315,82.12,187.25,8543.397,7.0,8.4,0.0,8.0,81.0,0,1,0,0,0,0,0,0,0
2023-01-03 20:00:00,149.62,13886.0,13606.0,11030.0,0.0,4400.963,2265.75,6666.713,0.0,4727.0,1592.0,6319.0,45.0,2069.0,2905.0,486.0,5956.0,72.315,82.12,187.25,7219.287,7.0,8.6,0.0,8.0,81.0,0,1,0,0,0,0,0,0,0
2023-01-03 21:00:00,130.63,13205.0,13150.0,10480.0,0.0,4820.295,2262.5,7082.795,0.0,4982.0,1592.0,6574.0,45.0,1660.0,2791.0,486.0,5407.0,72.315,82.12,187.25,6122.205,7.0,8.9,0.0,8.0,80.0,0,1,0,0,0,0,0,0,0
2023-01-03 22:00:00,114.42,12406.0,12690.0,10141.0,0.0,5038.814,2264.0,7302.814,0.0,5198.0,1611.0,6809.0,45.0,1438.0,2486.0,486.0,5112.0,72.315,82.12,187.25,5103.186,7.0,9.1,0.0,8.0,82.0,0,1,0,0,0,0,0,0,0
2023-01-03 23:00:00,92.48,11725.0,11974.0,9499.0,0.0,5181.327,2264.0,7445.327,0.0,5403.0,1629.0,7032.0,45.0,1411.0,1916.0,486.0,4656.0,72.315,82.12,187.25,4279.673,7.0,8.8,0.0,8.0,88.0,0,1,0,0,0,0,0,0,0
2023-01-04 00:00:00,80.07,11182.0,11387.0,8790.0,0.0,5329.229,2261.751,7590.98,0.0,5687.0,1649.0,7336.0,45.0,1265.0,1694.0,486.0,4475.0,65.02,78.01,178.75,3591.02,7.0,8.8,0.0,8.0,92.0,0,0,1,0,0,0,0,0,0
2023-01-04 01:00:00,68.44,10683.0,10933.0,7840.0,0.0,5433.002,2257.751,7690.753,0.0,5846.0,1650.0,7496.0,45.0,928.0,1515.0,486.0,4563.0,65.02,78.01,178.75,2992.247,8.0,9.7,0.0,8.0,91.0,0,0,1,0,0,0,0,0,0
2023-01-04 02:00:00,37.92,10421.0,10580.0,7517.0,0.0,5454.579,2262.75,7717.329,0.0,5889.0,1653.0,7542.0,45.0,925.0,1472.0,486.0,4484.0,65.02,78.01,178.75,2703.671,9.0,10.2,0.0,8.0,92.0,0,0,1,0,0,0,0,0,0
2023-01-04 03:00:00,0.0,10314.0,10455.0,7470.0,0.0,5496.507,2209.251,7705.758,0.0,5914.0,1657.0,7571.0,45.0,918.0,1446.0,486.0,4095.0,65.02,78.01,178.75,2608.242,8.0,11.1,0.0,8.0,88.0,0,0,1,0,0,0,0,0,0
2023-01-04 04:00:00,0.0,10252.0,10428.0,7637.0,0.0,5529.89,2082.751,7612.641,0.0,5932.0,1661.0,7593.0,45.0,910.0,1441.0,486.0,4228.0,65.02,78.01,178.75,2639.359,9.0,11.2,0.0,8.0,90.0,0,0,1,0,0,0,0,0,0
2023-01-04 05:00:00,6.33,10459.0,10551.0,8232.0,0.0,5536.831,2019.499,7556.33,0.0,5934.0,1665.0,7599.0,45.0,917.0,1458.0,486.0,4244.0,65.02,78.01,178.75,2902.67,8.0,11.2,0.0,8.0,92.0,0,0,1,0,0,0,0,0,0
2023-01-04 06:00:00,54.9,11207.0,10990.0,9212.0,0.0,5538.446,2217.001,7755.447,0.0,5359.0,1668.0,7027.0,45.0,916.0,1477.0,486.0,4124.0,65.02,78.01,178.75,3451.553,8.0,11.6,0.0,8.0,90.0,0,0,1,0,0,0,0,0,0
2023-01-04 07:00:00,85.32,12400.0,12001.0,9860.0,0.0,5529.296,2204.5,7733.796,0.0,5265.0,1668.0,6933.0,45.0,1102.0,1596.0,486.0,4375.0,65.02,78.01,178.75,4666.204,8.0,11.5,1.0,8.0,92.0,0,0,1,0,0,0,0,0,0
2023-01-04 08:00:00,150.0,13353.0,13437.0,10359.0,0.0,5525.201,2255.75,7780.951,0.0,5255.0,1664.0,6919.0,44.0,1260.0,1870.0,486.0,4599.0,65.02,78.01,178.75,5572.049,8.0,11.5,2.0,8.0,94.0,0,0,1,0,0,0,0,0,0
2023-01-04 09:00:00,146.0,14137.0,14199.0,10833.0,3.443,5526.979,2255.001,7785.423,0.0,5249.0,1655.0,6904.0,45.0,1311.0,2176.0,486.0,5306.0,65.02,78.01,178.75,6351.577,7.0,11.8,7.0,8.0,94.0,0,0,1,0,0,0,0,0,0
2023-01-04 10:00:00,131.19,14589.0,13709.0,10984.0,68.337,5526.158,2261.75,7856.245,46.0,5263.0,1647.0,6956.0,45.0,1284.0,2423.0,486.0,5278.0,65.02,78.01,178.75,6732.755,7.0,11.9,8.0,8.0,95.0,0,0,1,0,0,0,0,0,0
2023-01-04 11:00:00,130.53,14575.0,12894.0,11090.0,377.779,5515.143,2254.999,8147.921,291.0,5274.0,1638.0,7203.0,45.0,1233.0,2390.0,486.0,5305.0,65.02,78.01,178.75,6427.079,8.0,12.7,15.0,8.0,88.0,0,0,1,0,0,0,0,0,0
2023-01-04 12:00:00,127.87,14511.0,12360.0,11064.0,888.547,5538.982,2254.25,8681.779,401.0,5272.0,1631.0,7304.0,45.0,1109.0,2352.0,486.0,5466.0,65.02,78.01,178.75,5829.221,7.0,12.8,34.0,8.0,85.0,0,0,1,0,0,0,0,0,0
2023-01-04 13:00:00,119.08,14365.0,12236.0,10853.0,1233.141,5538.917,2248.0,9020.058,453.0,5267.0,1627.0,7347.0,45.0,1154.0,2357.0,486.0,5287.0,65.02,78.01,178.75,5344.942,8.0,12.6,29.0,8.0,85.0,0,0,1,0,0,0,0,0,0
2023-01-04 14:00:00,116.55,14274.0,12413.0,10646.0,1460.324,5535.833,2250.0,9246.157,930.0,5244.0,1627.0,7801.0,45.0,1141.0,2335.0,486.0,5065.0,65.02,78.01,178.75,5027.843,7.0,12.5,10.0,8.0,83.0,0,0,1,0,0,0,0,0,0
2023-01-04 15:00:00,127.99,14293.0,13216.0,10703.0,1406.842,5516.831,2248.25,9171.923,768.0,5241.0,1628.0,7637.0,45.0,1304.0,2338.0,486.0,5056.0,65.02,78.01,178.75,5121.077,7.0,12.3,2.0,8.0,83.0,0,0,1,0,0,0,0,0,0
2023-01-04 16:00:00,131.25,14581.0,13630.0,10342.0,985.362,5504.33,2244.5,8734.192,503.0,5370.0,1630.0,7503.0,44.0,1350.0,2367.0,486.0,5347.0,65.02,78.01,178.75,5846.808,7.0,12.1,0.0,8.0,82.0,0,0,1,0,0,0,0,0,0
2023-01-04 17:00:00,150.2,15441.0,14267.0,10495.0,220.998,5484.822,2246.249,7952.069,89.0,5522.0,1636.0,7247.0,45.0,1461.0,2588.0,485.0,6176.0,65.02,78.01,178.75,7488.931,7.0,12.1,0.0,8.0,79.0,0,0,1,0,0,0,0,0,0
2023-01-04 18:00:00,137.5,15328.0,14426.0,10554.0,0.0,5492.467,2256.0,7748.467,0.0,5607.0,1642.0,7249.0,45.0,1419.0,2575.0,485.0,6370.0,65.02,78.01,178.75,7579.533,7.0,12.0,0.0,8.0,80.0,0,0,1,0,0,0,0,0,0
2023-01-04 19:00:00,129.49,14637.0,13812.0,10576.0,0.0,5498.435,2248.75,7747.185,0.0,5605.0,1640.0,7245.0,45.0,1382.0,2445.0,485.0,6060.0,65.02,78.01,178.75,6889.815,7.0,12.1,0.0,8.0,76.0,0,0,1,0,0,0,0,0,0
2023-01-04 20:00:00,122.4,14064.0,13297.0,10345.0,0.0,5511.185,2252.5,7763.685,0.0,5647.0,1643.0,7290.0,45.0,1207.0,2368.0,486.0,5496.0,65.02,78.01,178.75,6300.315,7.0,12.2,0.0,8.0,74.0,0,0,1,0,0,0,0,0,0
